Review,Annotator_Sakib,Annotator_Sabbir,Annotator_Talha,Sentiment
খুবেই সুন্দর একটা মাউস,Positive,Positive,Positive,
অসাধারণ একটি প্রোডাক্ট,Positive,Positive,Positive,
খুব সুন্দর হয়েছে। আশা করি সব জিনিস গুলো এমন পাবো,Positive,Positive,Positive,
প্রোডাক্টটি হাতে একদিন মাত্র চালাইছি আর চলে না এটা কোন কথা,Negative,Negative,Negative,
মাউস ভালো না।মাউসের right click and left click কাজ করে না।,Negative,Negative,Negative,
ভালো প্রোডাক্ট। ধন্যবাদ সেলারকে।,Positive,Positive,Positive,
"মাউসটি কেনার আগে অনেক অনেক ভেবেছি, ভালো হবে কিনা অনেক সন্দিহান ছিলাম। আজ হাতে পেলাম। জাস্ট একটা প্রিমিয়াম লুক দিয়েছে এটাতে। এত্তো স্লিম আর স্মুথ! unbelievable!!",StronglyPositive,Positive,Positive,
"ধন্যবাদ, আশানুরূপ মাউস পেয়েছি। যারা সস্তায় ভালো মাউস খুজছে তাদের জন্য এটা প্রিফার করা যায়।",Positive,Positive,Positive,
আলহামদুলিল্লাহ। দারাজ এবং সেলারকে ধন্যবাদ 🥰,Positive,Positive,Positive,
"এই পোডাক্ট Review না দিলে অপরাধ হবে, অল্প বাজেটের মধ্যে এত সুন্দর ও ভালো স্পীডের আশা করাও অপরাধ ছিল , কিন্তু দারাজের মাধ্যমে অল্প টাকার মধ্যে ভালো খুবিই ভালো একটা পোডাক্ট পেলাম , এটার পিছনে শ্রম দেওয়া সকল কে ধন্যবাদ !",StronglyPositive,StronglyPositive,StronglyPositive,
এখনো ব্যবহার শুরু করিনি। আপাতত ঠিকঠাক আছে সবকিছু। কিন্তু সেলার খুব ই Inactive. মেসেজ সিন করেনা আর করলেও কোনো প্রশ্নের উত্তর দেয়না শুধু ফলো ইনভাইটেশন দেয়৷ তাই 3 star দিলাম,Neutral,Neutral,Neutral,
পুরা ১ মাস পরে রিভিউ দিচ্ছি। এই দামে এর থেকে ভালো জিনিস হয় বলে মনে হই না।,Positive,Positive,Positive,
"খুবই অল্প বাজেটের সেরা একটা মাউস, ধন্যবাদ সেলার ভাই🤍",StronglyPositive,Positive,Positive,
এক কথায় অসাধারণ একটি প্রোডাক্ট🤍,StronglyPositive,StronglyPositive,StronglyPositive,
"খুবই সুন্দর একটি ডিভাইস, যেটা রিচার্জেবল এবং লাইটিং মাউস।",StronglyPositive,Positive,Positive,
২ দিন ব্যবহার করার পর রিভিউ দিচ্ছি। প্রোডাক্ট টি অনেক ভালো। আপনিও নিতে পারেন 🖤🖤।ধন্যবাদ দারাজ🖤🖤,StronglyPositive,Positive,Positive,
যেমনটা চেয়েছি ঠিক তেমনটাই পেয়েছি ব্লুটুথ সিস্টেম ভালোই কতদিন টিকসই হয় সেটা দেখার বিষয় ধন্যবাদ দারাজ টিমদের এবং সেলার ভাইকে,StronglyPositive,StronglyPositive,StronglyPositive,
৪ দিন পর রিভিউ দিচ্ছ।সব মিলিয়ে ভালো। খুব হালকা।দাম অনুসারে খুবই ভালো।,Positive,Positive,Positive,
আলহামদুলিল্লাহ অনেক সুন্দর,Positive,Positive,Positive,
মানি ব্যাগ অনেক ভালো লেগেছে,Positive,Positive,Positive,
১০০% ভালো জিনিস,Positive,Positive,Positive,
দাম অনুযায়ী ঠিক আছে। তবে আঠা টা খুবই নিম্নমানের।,SlightlyPositive,SlightlyPositive,SlightlyPositive,
"দাম হিসাবে খুব ভালো আমি ৩টা নিয়েছি,",Positive,Positive,Positive,
দাম হিসেবে জিনিস টা খুবই ভালো যেটা দেখাইছে সেটাই দিয়েছে ধন্যবাদ দারাজ,Positive,Positive,Positive,
তিনটার মধ্যে দুইটা ঠিকই আছে একটা একটু সমস্যা অনেক ময়লা নেক্সট টাইম অনেক ভালো কিছু আশা করব,SlightlyPositive,SlightlyPositive,SlightlyPositive,
অনেক অনেক সুন্দর প্রডাক্ট এত ভালো পাব আশা করিনি সেলার খুব ভালো তার বিসনেজে উন্নতি কামনা করি,StronglyPositive,StronglyPositive,StronglyPositive,
আলহামদুলিল্লাহ অনেক ভালো মানের মানিব্যাগ সবাই আর্ডার করতে পারেন ভালো প্রোডাক্ট পেয়েছি😍😍,StronglyPositive,StronglyPositive,StronglyPositive,
এই প্রথম দারাজের থেকে ভালো কিছু পাইলাম,Positive,Positive,Positive,
খুবই অসাধারণ কম দাম অবিশ্বাস্য জিনিস পেলাম,StronglyPositive,StronglyPositive,StronglyPositive,
টাকা হিসাবে প্রোডাক্ট অনেক ভালো।।যেমন দেখছিলাম সেরকম পাইছি।।,Positive,Positive,Positive,
😄যেমন টা চেয়েছিলাম ঠিক তেমন টাই পাইছি,Positive,StronglyPositive,StronglyPositive,
আজ হাতে পেলাম। দাম দিসেবে মোটামুটি ভালো।,Positive,Positive,Positive,
টাকা অণুজায়ে পুডাক ভালো আপনারো নিতে পারেন,Positive,Positive,Positive,
মানিব্যাগ টা বড় মনের মতো হয়নি ছোট হলে ভালো হতো,SlightlyNegative,Negative,Negative,
"দাম অনুযায়ী ভাল প্রোডাক্ট, আপনারা চাইলে কিনতে পারেন।",Positive,Positive,Positive,
দাম অনুযায়ী মুটামুটি ভালো,SlightlyPositive,SlightlyPositive,SlightlyPositive,
"অনেক সুন্দর একটি প্রোডাক্ট,,,যেমন চেয়েছি তেমন ই পেয়েছি❣️❣️❣️❣️❣️",StronglyPositive,StronglyPositive,StronglyPositive,
ভালোই,Positive,Positive,Positive,
"অনেক সুন্দর ওয়ালেট টা অনেক সুন্দর, ❤️❤️❤️নিতে পারেন এটা অনেক সুন্দর দাম অনুযায়ী ''''''যেমন চেয়েছি তেমন ই পেয়েছি",StronglyPositive,StronglyPositive,StronglyPositive,
একদম ফালতু একটা Money bag 😤😤,StronglyNegative,StronglyNegative,StronglyNegative,
"দাম হিসেবে খারাপ না ,,মোটমুটি ভাল আছে এবারে ভালও না খারাপ ও না সবাই নিতে পারেন",SlightlyPositive,SlightlyPositive,SlightlyPositive,
দাম অনুযায়ী খুবি ভালো একটা products চাইলে আপনারাও নিতে পারেন,StronglyPositive,Positive,Positive,
এই প্রাইজে এত সুন্দর ওয়ালেট সত্যি অসাধারণ। সবাই নিতে পারেন। তবে আমার কাছে সাইজ একটু বড়ই লাগছে।,StronglyPositive,StronglyPositive,StronglyPositive,
মানিব্যাগটা খুবই ভালো এবং উন্নত মানের চামড়ার তৈরি,StronglyPositive,Positive,Positive,
যেমনটা চেয়েছিলাম তেমনটাই পেয়েছি,Positive,StronglyPositive,StronglyPositive,
চোখ বন্ধ করে নিতে পারেন আপনারা,Positive,Positive,Positive,
আলহামদুল্লিলাহ প্রোডাক্ট ভালো যেমন টা দেখানো হয়েছে তেমন টাই পাইছি প্রোডাক্ট দাম অনুজারি যথেষ্টো ভালো আপনারা চাইলে নিতে পারেন ধন্যবাদ দারাজ ভালো প্রোডাক্ট দেওয়ার জন্য,StronglyPositive,StronglyPositive,StronglyPositive,
অনেক সুন্দর ভালো। আমার পছন্দ হয়েছে।,StronglyPositive,Positive,Positive,
ঠিক যেমন চেয়েছিলাম তেমন পাইছি। সমস্যা হলো ডেলিভারি চার্জ পণ্যের মূল্যের কাছাকাছি।আর পণ্য আলহামদুলিল্লাহ ভালো,Positive,StronglyPositive,StronglyPositive,
একবারেই যে খারাপ তা না অনেক ভালো বাইরে কিনতে গেলে অনেক বেশি টাকা লাকবে আমার কাছে ভালো লেগেছে।,Positive,Positive,Positive,
"দাম অনুযায়ী কোয়ালিটি অনেক ভালো এর আগেও আমি এই মানিব্যাগ ইউস করেছি এখনো করছি ফ্রেন্ড কে গিফট দিবো বলে নিলাম আবার,চাইলে আপনারও নিতে পারেন মোটামুটি ভালো প্রোডাক্ট😊😊",StronglyPositive,StronglyPositive,StronglyPositive,
আলহামদুলিল্লাহ্ দাম অনুযায়ী ব‍্যাগটি ভালো আমার কাছে ভালো লেগেছে ধন্যবাদ দারাজ ও সেলার ভাইকে ভালো জিনিস দেবার জন‍্য,StronglyPositive,StronglyPositive,StronglyPositive,
দাম অনুযায়ী দেখতে সুন্দর ৯০ টাকায় কিনছি। সেলাই গুলা অত ভালো না খুব সাবধানে ব্যবহার করতে হবে কারণ এইটার খুব ফিনিশিং ভালো না। লাইভ ওয়েট ও দেখতে সুন্দর দেখে কিনছি,SlightlyPositive,SlightlyPositive,SlightlyPositive,
একটু কালারের সমস্যা ছিল,SlightlyNegative,SlightlyNegative,SlightlyNegative,
দাম অনুসারে অনেক ভালো ছিলো . . . 🥰,StronglyPositive,StronglyPositive,StronglyPositive,
সেলার খুবই ভালো। যেটা চেয়েছি সেটাই পেয়েছি।,Positive,Positive,Positive,
ভালো ছিলো আমার পছন্দ হইছে। কিন্তু দাম হিসাবে ডেলিভারি চার্জ বেশি ছিলো। ডেলিভারি ম্যানের ব্যবহার ভালো ছিলো। আপনারা চাইলে নিতে পারেন। ধন্যবাদ দারাজ,StronglyPositive,StronglyPositive,StronglyPositive,
এক কোথায় অসাধারণ 🙂 আর কাপড় টা জার্সি যা দাম হিসাবে ফাটাফাটি ছিল 😊,StronglyPositive,StronglyPositive,StronglyPositive,
আলহামদুলিল্লাহ দাম হিসেবে প্রোডাক্টটা ভাল ছিল চাইলে আপনারা নিতে পারেন কাপড়টা একটু পাতলা মানে জার্সি আর কি,StronglyPositive,StronglyPositive,StronglyPositive,
আলহামদুলিল্লাহ ভালোই আছে দারাজের ১ম অর্ডার ছিলো সেলার টা ভালো ছিলো প্রডাক্ট গুলোই দাম অনুযায়ি ভালো ছিলো আপনারা চাইলে নিতে পারেন❤️🥀,StronglyPositive,StronglyPositive,StronglyPositive,
আমি যেরকমটা চাইছি ঐরকমটা পাই নাই,Negative,Negative,Negative,
"শার্ট টাকে ছবিতে যে রকম দেখায়,আসলে ব্যস্তবে পুরোটাই সে রকম নয়😊আর যাই হোক শার্ট টা আমার ভালো লাগছে🙂শার্টের কাপড়টাও মোটামুটি ভালো❤️",SlightlyPositive,SlightlyPositive,SlightlyPositive,
এককথায় অনেক ভালো,StronglyPositive,StronglyPositive,StronglyPositive,
সুন্দর একটি শার্ট।,Positive,Positive,Positive,
অনেক সুন্দর শার্টটি,StronglyPositive,StronglyPositive,StronglyPositive,
একেবারে বাজে একটা প্রোডাক্ট,StronglyNegative,StronglyNegative,StronglyNegative,
L সাইজটা বেশি বড় XLএর সমান,SlightlyNegative,StronglyNegative,StronglyNegative,
এই দামের ভিতরে এক কথায় বলতে অনেক ভালো।,StronglyPositive,Positive,Positive,
যেটা দিছিলাম সেটা আমাকে দেওয়া হয় নি।কষ্ট পেলাম দরাজ।,Negative,Negative,Negative,
ওয়াও শার্ট টা খুব সুন্দর। সবাই নিতে পারেন। সেলার ভাইকে ধন্যবাদ।❤️❤️❤️,Positive,Positive,Positive,
টাকা হিসেবে শার্টের কাপড় ভালো মোটামুটি ভালো নিতে পারেন কোন সমস্যা নেই,SlightlyPositive,SlightlyPositive,SlightlyPositive,
মোটামুটি চলে।,SlightlyPositive,SlightlyPositive,SlightlyPositive,
থ্যাংক ইউ দারাজ কথায় কাজে মিল রাখার জন্য। সেলার ভাইকে অসংখ্য ধন্যবাদ। সঠিক সময়ে সঠিক পণ্য পোঁছে দেওয়ার জন্য,Positive,Positive,Positive,
সব অনলাইন ব্যবসায়ীর চিন্তা চেতনা দুই নাম্বারী না করলে ব্যবসায় লাভ করতে পারবোনা এ কারণে মেনে নিলাম কালার চেয়েছি একটা দিয়েছে আরেকটা,Negative,Negative,Negative,
শার্ট দিলাম এক ডিজাইনের দেখে অর্ডার শার্ট দিলেন আরেক ডিজাইনের এই সময় ছেলের কাছ থেকে এটা আশা করিনি এতটা ফালতু একটা কাজ করবে কেউ অর্ডার দিবেন না এই শার্ট,StronglyNegative,StronglyNegative,StronglyNegative,
কোনো কিছু বুঝলাম না,Neutral,Neutral,Neutral,
এক কথায় অসাধারণ ছিলো,StronglyPositive,StronglyPositive,StronglyPositive,
যেমন টা চেয়েছি তার চেয়েও ভালো কোয়ালিটিফুল ছিল। কাপড় এর ক্ষেত্রে এই প্রথম কিছু কিনে Satisfied হয়েছি।,StronglyPositive,StronglyPositive,StronglyPositive,
আলহামদুলিল্লাহ খুব সুন্দর প্রডাক্ট সেইম এ্যাস পিকচার। প্রডাক্ট কোয়ালিটি খুবই ভালো। সুন্দর ফিটিং হয়েছে।,StronglyPositive,StronglyPositive,StronglyPositive,
"আলহামদুলিল্লাহ,শার্টগুলো ভালো পেয়েছি। সেলার ও দারাজকে ধন্যবাদ।",Positive,Positive,Positive,
"আলহামদুলিল্লাহ প্রডাক্ট খুব ভালো ছিলো, সাইজ কালার ঠিকঠাক ছিলো। সময় মতো হাতে পেয়েছি। আপনারাও নিতে পারেন বিশ্বস্ত সেলার। ধন্যবাদ সেলার এবং অসংখ্য দারাজ টিমকে।",StronglyPositive,StronglyPositive,StronglyPositive,
"shirt টা XXL হলে ভালো হতো,, তবে এই দামে ভালোই হয়েছে।।",SlightlyPositive,SlightlyPositive,SlightlyPositive,
"দাম হিসেবে ভালোই, কাপড় টা জার্সি কাপড়",Positive,Positive,Positive,
একদিন পড়িয়ে এই অবস্থা রং উঠিয়ে পুরো গেঞ্জিটা নষ্ট হয়ে গেছে। এইভাবে কেউ দারাজ এ গেঞ্জি অর্ডার না দিয়ে দোকানে গিয়ে কিনুন অনেক ভালো কি আর বলি এদের লজ্জা নেই মানুষকে ঠকাই এদের কাজ,StronglyNegative,StronglyNegative,StronglyNegative,
hmmm Valo chilo but যে কালার পেয়েছি সেটা আমি চাইনি আমি চেয়েছিলাম কালো দিয়েছে ব্লু এই দিকটা ভালো লাগেনি।,SlightlyPositive,SlightlyPositive,SlightlyPositive,
আমি দারাজে এই প্রথম অর্ডার করলাম। গেঞ্জিটি অনেক ভালো। কাপরটারও অনেক ভালো দামও কম তাই আমার মতে গেঞ্জি ভালো। আপনারা নিতে পারেন আর ডেলিভারি ভাইয়া দুইটা অনেক ভালো ছিল। যে সময় দিছিল তার আগেই গেঞ্জি পেয়েছি।,Positive,Positive,Positive,
এতো অল্প দামে এমন ট্রেন্ডি টিশার্ট। সত্যি দারুণ হয়েছে। আর পিক আপ পয়েন্ট এর জন্য খরচ ও কম হয়েছে।,StronglyPositive,StronglyPositive,StronglyPositive,
যেমনটা অর্ডার করছিলাম ঠিক! তেমনটাই পাইছি। কোয়ালিটি অনেক ভালো আপনারা অর্ডার করতে পারেন। সেলার অনেক ভালো ছিল ব্যবহারটা অনেক ভালো 🥰😍,StronglyPositive,StronglyPositive,StronglyPositive,
অনেক তাড়াতাড়ি প্রোডাক্টটি হাতে পেয়েছি প্রোডাক্টটি অনেক সুন্দর এবং অনেক আরামদায়ক দুই দিনের ভিতরে প্রোডাক্টটি হাতে পেলাম। কাপুর টিয়ো অনেক সুন্দর এবং জার্সির কাপড়।আপনারাও নিতে পারেন,StronglyPositive,StronglyPositive,StronglyPositive,
একেবারেই বাজে পননও দুইটা গেঞ্জি অর্ডার করছিলাম খুবই খারাপ ডেলিভারি ও ঠিক সময় পাই নাই এবং খুবই বাজে পণ্য আমি ডারাজ কোম্পানির কাছে আমার ফিরত চাই,StronglyNegative,StronglyNegative,StronglyNegative,
মাশাআল্লাহ প্রোডাক্ট টা অনেক সুন্দর। দারাজ কম্পানিকে অনেক ধন্যবাদ♥️,Positive,Positive,Positive,
কাপড়ে কালার ঠিক আছে কাপড় ভালো না আর জার্সি কাপড় সাইজ ও নাই কাপড় কাটা,Negative,Negative,Negative,
গেঞ্জি ভালো কিন্তু কাপড় টা একটু পাতলা,SlightlyPositive,SlightlyPositive,SlightlyPositive,
কারো জদি টাকার প্রতি সামান্ন তম ও বাসনা থাকে তাইলে এই প্রোডাক্ট কিনবেন না,Negative,Negative,Negative,
যেমন টা চাইছিলাম তেমন টা পেয়েছি প্রডাক টা অনেক ভালো আপনারা চাইলে নিতে পারেন,Positive,Positive,Positive,
দাম হিসাবে জিনিসের অনেক ভালো সাইজ হিসাবে লম্বা একটু কম,SlightlyPositive,SlightlyPositive,SlightlyPositive,
চেয়ে ছিলাম ব্ল্যাক কালার পেসি নেবু বুলু কালার,SlightlyNegative,SlightlyNegative,SlightlyNegative,
আলহামদুলিল্লাহ দাম হিসেবে অনেক ভালো অনেক তাড়াতাড়ি পেয়ে গেছি আমি প্রোডাক্টটা হাতে এবং ডেলিভারি ম্যান এর ব্যবহারটা অনেক ভালো ছিল ধন্যবাদ দারাজ ধন্যবাদ সেলার ❤️❤️❤️,StronglyPositive,StronglyPositive,StronglyPositive,
"ডেলিভারি পাইছি দেড়িতে, কিন্তু এই গেন্জিগুলো খুবই খারাপ, একবার ধৌত করার পর রং উঠে গেছে, আমি দুই কিনছিলাম",StronglyNegative,StronglyNegative,StronglyNegative,
"ধন্যবাদ সেলার ভাই,আপনি সুন্দর একটা টিশার্ট পাঠানোর জন্য,সাথে আরো ধন্যবাদ জানাচ্ছি ডেলিভারি ম্যান ভাইকেও,অফিস বন্ধ থাকার কারনে উনি বাসায় এসে ডেলিভারি দিয়ে গেছেন।সবাই নিতে পারের টিশার্ট টি।ধন্যবাদ দারাজ।",StronglyPositive,StronglyPositive,StronglyPositive,
আলহামদুলিল্লাহ যেমন টা চেয়েছিলাম তেমনটাই পেয়েছি।।এবং ডেলিভারিম্যান ও ভালো ছিলো একদম হাতে দিয়ে গেছে।। সব মিলিয়ে অনেক সুন্দর।।।আপনারা চাইলে নিতে পারেন ভালোই হবে🥰,StronglyPositive,StronglyPositive,StronglyPositive,
ছবিটা একটু এডিট করে দেওয়া তবুও গেঞ্জি টা এক দিন ব্যবহার করে রিভিউ দিলাম। আমি মনে করি এই দামের মধ্যে এটাই বেস্ট।ধন্যবাদ দারাজে,StronglyPositive,StronglyPositive,StronglyPositive,
"দাম হিসেবে ভালো। আমি ভাবছিলাম আমার হবে না, কিন্তু হয়েছে। ডেলিভারি বয় আমার বাসার সামনে এসে দিয়ে গেছে। খুবই ভালো ছিল। আপনারা ও নিতে পারেন 🥰",StronglyPositive,StronglyPositive,StronglyPositive,
আলহামদুলিল্লাহ দাম হিসেবে প্রোডাক্টটা অনেক ভালো ছিল চাইলে আপনারা নিতে পারেন কাপড়টা একটু পাতলা মানে জার্সি আর কি,Positive,Positive,Positive,
আলহামদুলিল্লাহ টিশার্ট গুলো অনেক সুন্দর এবং সেলার ভাইয়ের যতোই প্রশংসা করি নাকেন কম হয়ে যাবে। সেলার ভাইকে অনেক অনেক ধন্যবাদ,StronglyPositive,StronglyPositive,StronglyPositive,
প্রোডাক্ট পাইছি কিন্তুু ফটো দেখা যাচ্ছে নাহ!,Negative,Negative,Negative,
খুবই খারাপ,StronglyNegative,StronglyNegative,StronglyNegative,
Alhamdulillah প্রোডাক্ট ভালোই দিসে,Positive,Positive,Positive,
আলহমদুলিল্লাহ প্রডাকটা ভালো কিন্তু ওতোটাও ভালো না চলার মতো আর কি । চাইলে অডার দিতে পারেন। ধন্যবাদ ডারাজ।,SlightlyPositive,SlightlyPositive,SlightlyPositive,
এটার জন্যা আশা করিনি 🥺।আমি যেই রকম চাইছিলাম সেইরকম পাইনি বক্স টি এক সাইটে ভাঙা। লেন্সে সবগুলো ময়লা যেন মনে হচ্ছিল এটি আগে ব্যবহার করা হয়েছিল। তাই এটি রির্টান দিব। দারাজ থেকে এটা আশা করিনি,StronglyNegative,StronglyNegative,StronglyNegative,
যেমন দেখছি তেমন পেয়েছি মোটামুটি ভালো পেয়েছি,SlightlyPositive,SlightlyPositive,SlightlyPositive,
দাম অনুযায়ী খুব ভালো। সেলার কেউ ধন্যবাদ খুব ভালো সে।,Positive,Positive,Positive,
খুব একটা ভালো কাপর,Positive,Positive,Positive,
কেনা জায় মোটামুটি ভালো,SlightlyPositive,Positive,Positive,
কম বাজেটে ভালয় বলতে হবে,Positive,Positive,Positive,
পণ্যটি তেমন ভালোও না তেমন খারপও না। মূল্য হিসেবে ঠিক আছে,SlightlyPositive,SlightlyPositive,SlightlyPositive,
ধন্যাবাদ অনেক সুন্দর👍💝,Positive,Positive,Positive,
আলহামদুলিল্লাহ প্রোডাক্টটি হাতে পেয়েছি আশা করি ভালোই হবে,Positive,Positive,Positive,
যেমন দেখেছিলাম তেমনি পেয়েছি ধন্যবাদ দাড়াজ। আপনারাও নিতে পারেন,Positive,StronglyPositive,StronglyPositive,
অস্থির একটা টিশার্ট 🤘🏼🤘🏼,Positive,Positive,Positive,
সব ঠিকঠাক কিন্তু এতো পাতলা গেন্জি ভাইরে ভাই টাকা উসুল করে নিবে,SlightlyPositive,Positive,Positive,
গেন্জি টা অনেক ভালো ছিলো আমার আর আমার বন্ধু দের অনেক পছন্দ হইছে,Positive,Positive,Positive,
গেন্জি টা ভালো সবাই নিতে পারেন,Positive,Positive,Positive,
মোটামুটি ভালো কিন্তু একটু দাম বেশি তারপরও ভালো জিনিস নিলে নিতে পরো,SlightlyPositive,Positive,Positive,
অনেক ভালো আপনারা চাইলে নিতে পারেন,Positive,Positive,Positive,
চেয়েছি ব্ল্যাক দিল নেবিবুলু 😰😰,SlightlyNegative,SlightlyNegative,SlightlyNegative,
alhamdulillah খুব ভালোই ছিল পন্যটি,Positive,Positive,Positive,
প্রাইজ অনুজায়ি প্রোডাক খুবই ভালো ❤️,Positive,Positive,Positive,
যেমন চেয়ে ছিলাম তেমনি পেয়েছি 🥰 ধন্যবাদ সেলার ভাইকে 🥰 ধন্যবাদ দারাজকে🥰,Positive,StronglyPositive,StronglyPositive,
"মোটামুটি ভালোই,",SlightlyPositive,SlightlyPositive,SlightlyPositive,
"এই টাকাতে মাশাআল্লাহ,",Positive,Positive,Positive,
দাম অনুযায়ী অনেক ভালো,StronglyPositive,Positive,Positive,
কাপড়ের মান ভালো না একেবারেই নরমাল পোডাক।,Negative,Negative,Negative,
আলহামদুলিল্লাহ অনেক ভালো একটা প্রোডাক্ট অল্প টাকার মধ্যে কালারটা অনেক ভালো।,Positive,Positive,Positive,
সব কিছু সঠিক আছে কোন অভিযোগ নাই ভালো লেগেছে,Positive,Positive,Positive,
গেন্জী টা প্রচণ্ড ভালো এবং সুন্দর৷ কাপড়ের মানও ভালো৷ সবাই নিতে পারেন পন্য টা,StronglyPositive,Positive,Positive,
দাম হিসেবে অনেক ভালো হইছে নিতে পারেন শবাই 🤟🤟,Positive,Positive,Positive,
সবকিছুই ঠিকাছে শুধু কালার টা চাইইছি কালো পাঠানো হয়েছে নীল এছাড়া বাকি সব ঠিক ঠাক।,SlightlyPositive,SlightlyPositive,SlightlyPositive,
সেলাই ফাটা কাপড় দিয়েছে আমাকে কি করবো আমি জানি না,Negative,Negative,Negative,
কাপরটা বেসি বালো না 😕,SlightlyNegative,SlightlyNegative,SlightlyNegative,
"দাম হিসেবে ভালো, তবে লেখার মান ভালো না, লেখার মান আরেকটু ভালো করা দরকার ছিল",SlightlyNegative,SlightlyNegative,SlightlyNegative,
"ভালো খারাপ বুঝছি না, চেয়েছি একটা দেওয়া হয়েছে আরেক টা।।। আর ডেলিভারি চার্জ টা বেশি হয়ে গেছে",SlightlyNegative,SlightlyNegative,SlightlyNegative,
"আলহামদুলিল্লাহ্,,,অনেক ভালো পেয়েছি,,,,,",Positive,Positive,Positive,
দাম অনুযায়ী অনেক ভালো একটি টি টি শার্ট 🤩🤩আমি চারটি কিনেছি,StronglyPositive,StronglyPositive,StronglyPositive,
মোটামুটি ভালো ছিল। কিন্তু আমার দুইটার মধ্যে একটা খারাপ ছিল।,Neutral,Neutral,Neutral,
টি-শার্টগুলো অনেক ভাল ছিল,Positive,Positive,Positive,
ধন্যবাদ DARAZ,Positive,SlightlyPositive,SlightlyPositive,
দাম হিসেবে কোয়ালিটি ঠিক আছে ,Positive,SlightlyPositive,SlightlyPositive,
জার্সি কাপুর টা উল্লেখ করে দেওয়া উচিত মনে করি,SlightlyNegative,SlightlyNegative,SlightlyNegative,
প্রোডাক্টটা খুব ভালো আছে আপনারা চাইলে নিতে পারেন আমি যেমন টা অর্ডার করছি ঠিক তেমনটাই আমি পাইছি,Positive,Positive,Positive,
এত কম দামে বেশি আশা করিনি। তারপরও দাম হিসাবে ঠিক আছে। ভাবছিলাম কটন কাপড় কিন্তু না পলিস্টার,SlightlyPositive,SlightlyPositive,SlightlyPositive,
কেমেরার সাথে সেট হতে চাই না কোনো ফোনের সাথেই এটা ঠিক ভাবে সেট হয় না আপনারা এটা বাদে কিনুন,Negative,Negative,Negative,
আলহামদুলিল্লাহ্ যেমন আশা করেছিলাম তেমনি পেয়েছি,Positive,Positive,Positive,
আলহামদুলিল্লাহ! সবকিছু ভালোভাবে পেয়েছি। ফোকাস অ্যাডজাস্ট করলে ইমেজ ভালো হচ্ছে।,Positive,Positive,Positive,
এটাতে ছবি পরিষ্কার হচ্ছে না। যেমন টা ভেবে ছিলাম তেমন টা পায়নি,SlightlyNegative,SlightlyNegative,SlightlyNegative,
এত কম দামের জিনিস না কেনাটাই ভালো দামি জিনিসকে নাই ভালো,SlightlyNegative,SlightlyNegative,SlightlyNegative,
অনেক সুন্দর একটা জিনিস আমার কছে অনেক ভালো লাগছে,Positive,Positive,Positive,
জেমন টাকা তেমন জিনিস,Neutral,Neutral,Neutral,
খুব বাজে কেউ নিবেন না,StronglyNegative,StronglyNegative,StronglyNegative,
বাজে মাল,Negative,Negative,Negative,
"বাজি একটা প্রেজেক্ট,,, এই রেন্স থেকে আমার মোবাইল ক্যামেরা ভালো,, কেও এটা কিনে টাকা নষ্ট করবেন না,, রেন্সে যোম কাজ করে না",Negative,Negative,Negative,
"কভারটা অনেক ভাল ছিল,অনেক সুন্দর প্যাকিজিং, ধন্যবাদ ডিলার ভাইকে",Positive,Positive,Positive,
"২ স্টার দিলাম, কারণ প্রোডাক্ট অর্ডার করেছিলাম নীল রঙের। রিসিভ করেছি সাদা। ডেলিভারী টাইমও অনেক বেশী ছিলো। প্রোডাক্টটা এখন কতদিন সার্ভিস দেয় সেটাই দেখার বিষয়",SlightlyNegative,SlightlyNegative,SlightlyNegative,
প্রোডাক্ট মাত্র রিসিভ করলাম। এখনো পুরোপুরি ইউজ করা শুরু করিনি।,Neutral,Neutral,Neutral,
একেবারে ছোট রুমের জন্য একটা পারফেক্ট,Positive,Positive,Positive,
বড় রুমের জন্য একদমই ভালো না ☹️☹️☹️☹️,Negative,Negative,Negative,
চাইলাম কোনটা আর দিল আরেকটা মোটেও ছবির মতো ছিল না। সেনসরেও সমস্যা আছে সবসময়ই জ্বলছে। একদমই বাজে কোয়ালিটি।,StronglyNegative,StronglyNegative,StronglyNegative,
ডেলিভারি সঠিক সময়ে দিলেও কি লাভ? যদি নস্ট পণ্য দেন??!! এরা পণ্য দেবার আগে যাচাই না। কাস্টমার ঠকানোর ধান্দা।,Negative,Negative,Negative,
২টি পণ্য অর্ডার করেছিলাম কিন্তু ১টি নস্ট😡😡।,Negative,Negative,Negative,
"ভালোপণ্য৷তবে দারাজে ১৫৳ চার্জ জুড়ে দেবার পর থেকে কেনাকাটা কমে গেছে৷আমি কেনাকাটা করি বা না করি...দারাজ নামের অনলাইন শপিং প্ল্যাটফর্মটি যেন স্বাভাবিক সুস্থ,পরিচ্ছন্ন মানসিকতা নিয়ে নিজেদের ব্যবসা চালিয়ে যায় সেই শুভকামনা রইলো....",SlightlyPositive,SlightlyPositive,SlightlyPositive,
আরেকটু ভালো মানের করা উচিত ছিলো।,SlightlyPositive,SlightlyPositive,SlightlyPositive,
"ভালো জিনিস, তবে দাম বেশি মনে হয়েছে....",SlightlyPositive,SlightlyPositive,SlightlyPositive,
বিল্ড কোয়ালিটি মোটামুটি,SlightlyPositive,SlightlyPositive,SlightlyPositive,
ভালোই তবে ছবির তুলনায় অনেক ছোট,SlightlyPositive,SlightlyPositive,SlightlyPositive,
